id,event_id,package_id,service_id,vibe,venue,guests,provider_id,customer_id,status,request_date,location,start_time,end_time,duration,budget,special_instructions,cancel_reasons,created_at,updated_at,rating,reviews
3107,wedding,no,service10160,youthful,indoor,283,10187,10132,cancelled,2024-12-11t07:31:25.251791,mumbai,2023-10-30t13:53:25.251791,2024-02-09t17:29:25.251791,4,59977,['wonderful experience! guests were all praise for the arrangements.'],"due to unexpected personal commitments, a new organizer has taken over planning.",2024-01-08t00:58:25.251791,2024-07-20t01:28:25.251791,5,entertainment options were amazing! kids had so much fun.
3108,birthday,no,"service10174,service10014,service10166,service10141,service10015,service10002",youthful,indoor,725,10111,10124,booked,2024-11-26t08:49:25.251791,mumbai,2025-05-17t20:50:25.251791,2025-05-25t16:51:25.251791,7,30523,no,"owing to budget constraints, event got merged with another celebration.",2025-01-06t00:27:25.251791,2025-04-30t06:40:25.251791,5,everything was just perfect! the decorations exceeded expectations.
3109,birthday,no,"service10068,service10199,service10090,service10050,service10160",friends,indoor,134,10161,10044,pending,2025-05-02t13:28:25.251791,mumbai,2025-03-26t17:25:25.251791,2024-01-19t08:06:25.251791,6,72742,['event started on time. nothing much to complain about.'],"owing to budget constraints, event got merged with another celebration.
note: owing to budget constraints.",2024-04-20t06:44:25.251791,2024-02-21t14:44:25.251791,1,decorations were late and poorly done. not worth the money.
3110,wedding,package10090,"n,o",youthful,indoor,92,10118,10125,booked,2024-04-01t06:25:25.251791,hyderabad,2025-05-06t20:43:25.251791,2024-03-21t00:59:25.251791,7,20663,['lighting was a bit dim. still a good evening overall.'],"owing to budget constraints, the guest list drastically changed.",2023-12-07t06:31:25.251791,2024-06-16t18:01:25.251791,4,"nothing extraordinary, but not bad either. guests were satisfied."
3111,wedding,package10128,"n,o",youthful,indoor,985,10062,10070,cancelled,2024-05-31t17:37:25.251791,delhi,2023-06-30t13:00:25.251791,2024-06-18t05:13:25.251791,4,18326,no,"venue is no longer available, event got merged with another celebration.
note: because of a medical emergency.",2025-04-01t06:26:25.251791,2024-03-24t05:18:25.251791,1,the event was delayed by hours. complete chaos.
3112,wedding,no,"service10198,service10114",friends,outdoor,696,10115,10185,pending,2025-02-24t11:42:25.251791,delhi,2024-07-09t22:08:25.251791,2024-01-24t15:33:25.251791,10,48784,['the event was well organized. food and music were amazing!'],"we had to move the event location, a reschedule might happen later.
note: owing to budget constraints.",2023-10-02t04:48:25.251791,2024-01-11t23:05:25.251791,5,ambience was neutral. just okay vibes.
3113,wedding,no,"service10121,service10135,service10141,service10101,service10107",family,outdoor,841,10118,10069,pending,2023-10-20t17:26:25.251791,delhi,2024-10-15t03:14:25.251791,2024-10-01t01:02:25.251791,4,18006,no,"because of a medical emergency, we will reach out when ready to rebook.
note: as travel plans have changed.",2024-09-22t14:48:25.251791,2024-12-01t22:52:25.251791,1,the food was a big hit. so many guests asked for the caterer’s details.
3114,birthday,no,"service10031,service10142,service10118,service10157,service10043,service10013",youthful,outdoor,216,10021,10124,cancelled,2025-05-06t17:40:25.251791,hyderabad,2024-04-27t13:11:25.251791,2023-07-06t23:04:25.251791,1,12354,['it was an okay event. some things could have been better.'],"owing to budget constraints, a new organizer has taken over planning.
note: due to scheduling conflicts.",2025-05-17t10:41:25.251791,2024-10-23t02:29:25.251791,1,event started on time. nothing much to complain about.
3115,wedding,no,"service10114,service10156",family,indoor,387,10156,10007,pending,2023-07-29t11:44:25.251791,delhi,2024-01-25t08:02:25.251791,2024-06-23t22:31:25.251791,2,97255,['the team took care of every small detail. kudos to the decorators!'],"due to scheduling conflicts, a reschedule might happen later.
note: unexpected family issues.",2024-11-04t13:02:25.251791,2025-03-11t21:42:25.251791,5,food was cold and stale. guests were unhappy.
3116,wedding,no,"service10095,service10090,service10134,service10192,service10152,service10187,service10123,service10175,service10104",youthful,indoor,590,10118,10071,cancelled,2024-04-16t04:54:25.251791,delhi,2024-08-26t12:29:25.251791,2024-11-09t00:30:25.251791,1,70889,no,"owing to budget constraints, we need to cancel the event arrangements.",2025-05-19t08:42:25.251791,2025-04-29t23:38:25.251791,5,it was an okay event. some things could have been better.
3117,birthday,package10136,"n,o",friends,outdoor,554,10067,10138,cancelled,2023-10-25t16:43:25.251791,hyderabad,2023-12-08t16:39:25.251791,2024-11-19t05:10:25.251791,6,97736,['event started on time. nothing much to complain about.'],"as travel plans have changed, we need to cancel the event arrangements.
note: due to unexpected personal commitments.",2024-03-29t02:00:25.251791,2024-12-19t04:49:25.251791,2,it was an okay event. some things could have been better.
3118,birthday,package10047,"n,o",youthful,indoor,286,10089,10177,pending,2025-03-21t04:55:25.251791,hyderabad,2024-04-17t23:08:25.251791,2023-07-15t08:46:25.251791,7,59804,no,"due to unexpected personal commitments, details are being re-evaluated by stakeholders.
note: owing to budget constraints.",2024-07-31t07:09:25.251791,2023-12-24t03:08:25.251791,4,venue was not cleaned properly. health hazard!
3119,wedding,no,"service10166,service10099,service10194,service10158,service10161,service10143,service10149,service10074,service10184,service10121",youthful,outdoor,645,10099,10197,pending,2023-11-18t13:36:25.251791,hyderabad,2023-12-01t10:05:25.251791,2023-06-13t11:22:25.251791,3,23795,no,"due to scheduling conflicts, the guest list drastically changed.
note: owing to budget constraints.",2023-11-29t01:09:25.251791,2025-04-03t00:56:25.251791,4,highly satisfied with the service. would definitely book again.
3120,wedding,no,"service10094,service10067,service10149,service10097",family,indoor,810,10198,10064,completed,2024-05-29t14:00:25.251791,hyderabad,2024-02-25t19:03:25.251791,2025-02-02t03:35:25.251791,9,97951,no,"due to scheduling conflicts, we are no longer able to proceed with the booking.
note: event got postponed.",2024-10-27t09:14:25.251791,2023-11-17t03:21:25.251791,4,very disappointing service. nothing went as planned.
3121,wedding,package10019,"n,o",friends,outdoor,379,10145,10197,cancelled,2023-10-25t23:40:25.251791,delhi,2023-09-12t17:41:25.251791,2023-09-25t09:17:25.251791,9,13395,['the team took care of every small detail. kudos to the decorators!'],"because of a medical emergency, an internal discussion delayed the decision.
note: unexpected family issues.",2024-12-27t05:54:25.251791,2024-04-19t03:03:25.251791,2,overpriced for such poor execution. utterly dissatisfied.
3122,wedding,package10114,"n,o",family,indoor,731,10145,10132,cancelled,2023-09-10t11:37:25.251791,hyderabad,2025-03-04t10:37:25.251791,2023-08-02t23:50:25.251791,8,90479,no,"owing to budget constraints, details are being re-evaluated by stakeholders.
note: as travel plans have changed.",2024-08-29t13:24:25.251791,2023-11-14t00:44:25.251791,1,decorations were late and poorly done. not worth the money.
3123,wedding,package10150,"n,o",friends,indoor,493,10019,10038,pending,2024-10-20t09:22:25.251791,mumbai,2024-12-14t09:50:25.251791,2023-08-04t00:41:25.251791,5,68228,no,"as travel plans have changed, an internal discussion delayed the decision.
note: owing to budget constraints.",2024-08-07t05:00:25.251791,2024-02-29t10:18:25.251791,1,the event was well organized. food and music were amazing!
3124,wedding,package10062,"n,o",friends,outdoor,331,10131,10183,cancelled,2023-09-23t11:24:25.251791,hyderabad,2024-12-06t22:37:25.251791,2024-01-09t19:31:25.251791,5,35138,['professional staff and smooth coordination. loved every moment.'],"weather conditions are not favorable, event got merged with another celebration.
note: due to unexpected personal commitments.",2024-01-07t03:26:25.251791,2025-01-24t10:16:25.251791,2,thank you for making our day so special! truly memorable.
3125,wedding,package10066,"n,o",youthful,outdoor,374,10184,10096,pending,2025-05-19t22:37:25.251791,delhi,2024-11-10t20:14:25.251791,2023-10-25t11:08:25.251791,6,34438,no,"owing to budget constraints, we will reach out when ready to rebook.
note: weather conditions are not favorable.",2025-03-10t06:25:25.251791,2024-01-15t08:09:25.251791,2,venue was not cleaned properly. health hazard!
3126,birthday,no,"service10101,service10099,service10112,service10029,service10083,service10084,service10135,service10115,service10106",youthful,outdoor,284,10076,10020,pending,2024-01-09t12:47:25.251791,delhi,2023-12-04t02:18:25.251791,2024-02-19t18:16:25.251791,1,17703,no,"unexpected family issues, we have to pause all related activities for now.
note: venue is no longer available.",2024-11-07t03:43:25.251791,2023-11-20t13:42:25.251791,4,lighting failed mid-event. embarrassing situation.
3127,wedding,package10195,"n,o",youthful,indoor,272,10143,10077,pending,2025-01-30t01:23:25.251791,mumbai,2024-10-26t14:33:25.251791,2024-08-05t17:14:25.251791,7,57191,['ambience was neutral. just okay vibes.'],"owing to budget constraints, we are no longer able to proceed with the booking.
note: due to unexpected personal commitments.",2023-07-28t03:16:25.251791,2024-06-03t18:08:25.251791,1,thank you for making our day so special! truly memorable.
3128,birthday,no,"service10084,service10175,service10156,service10170,service10137,service10090,service10063,service10167,service10079",youthful,outdoor,107,10067,10077,cancelled,2024-06-08t12:18:25.251791,hyderabad,2025-01-22t05:26:25.251791,2024-01-05t15:01:25.251791,9,96495,no,"weather conditions are not favorable, we have to pause all related activities for now.
note: as travel plans have changed.",2024-05-17t14:05:25.251791,2025-01-07t20:17:25.251791,3,decorations were decent. could have been more colorful.
3129,birthday,package10136,"n,o",youthful,outdoor,780,10135,10070,booked,2024-08-30t19:46:25.251791,delhi,2024-10-13t14:33:25.251791,2025-02-22t08:37:25.251791,10,69806,['unprofessional staff. would not recommend to anyone.'],"owing to budget constraints, we need to cancel the event arrangements.
note: event got postponed.",2024-02-18t06:58:25.251791,2023-09-17t12:07:25.251791,4,unprofessional staff. would not recommend to anyone.
3130,wedding,no,"service10037,service10031,service10099,service10170",youthful,outdoor,538,10089,10004,booked,2023-08-09t23:49:25.251791,delhi,2024-05-25t11:24:25.251791,2025-06-04t10:16:25.251791,10,56953,no,"because of a medical emergency, we need to cancel the event arrangements.",2024-10-07t11:31:25.251791,2024-07-08t23:59:25.251791,3,food was average. service was prompt though.
3131,wedding,no,"service10090,service10181,service10018,service10175",youthful,indoor,540,10063,10200,completed,2024-05-17t06:02:25.251791,delhi,2025-01-13t12:35:25.251791,2024-10-10t07:43:25.251791,9,73623,no,"owing to budget constraints, the guest list drastically changed.
note: due to scheduling conflicts.",2023-07-17t02:13:25.251791,2024-04-22t05:59:25.251791,4,the event was well organized. food and music were amazing!
3132,wedding,package10114,"n,o",family,outdoor,929,10164,10132,completed,2024-05-19t14:35:25.251791,delhi,2023-12-07t23:01:25.251791,2023-06-20t20:35:25.251791,5,42457,['thank you for making our day so special! truly memorable.'],"due to scheduling conflicts, we have to pause all related activities for now.
note: as travel plans have changed.",2024-11-20t19:53:25.251791,2023-11-05t08:11:25.251791,3,food was average. service was prompt though.
3133,wedding,no,service10099,family,outdoor,672,10028,10124,completed,2024-11-04t05:37:25.251791,mumbai,2024-02-23t20:24:25.251791,2023-08-17t12:05:25.251791,3,28467,no,"as travel plans have changed, we need to cancel the event arrangements.
note: due to unexpected personal commitments.",2024-03-05t17:14:25.251791,2025-01-01t02:11:25.251791,2,unprofessional staff. would not recommend to anyone.
3134,birthday,no,service10027,youthful,indoor,80,10074,10169,cancelled,2024-03-25t07:52:25.251791,hyderabad,2025-06-07t12:27:25.251791,2025-04-26t12:36:25.251791,6,74721,no,"due to scheduling conflicts, event got merged with another celebration.
note: as travel plans have changed.",2024-12-19t07:30:25.251791,2023-12-09t22:45:25.251791,2,venue was clean and beautifully decorated. superb experience overall.
3135,wedding,no,"service10120,service10090,service10161,service10076",youthful,outdoor,413,10175,10070,cancelled,2023-10-24t18:38:25.251791,hyderabad,2025-05-07t09:39:25.251791,2024-12-02t05:02:25.251791,1,33469,no,"as travel plans have changed, we need to cancel the event arrangements.
note: weather conditions are not favorable.",2024-04-27t17:52:25.251791,2024-06-30t22:25:25.251791,3,very disappointing service. nothing went as planned.
3136,birthday,no,"service10052,service10018,service10050,service10113,service10027,service10112,service10105,service10053,service10103",youthful,indoor,304,10094,10025,cancelled,2024-12-12t19:15:25.251791,delhi,2023-12-03t14:23:25.251791,2023-07-01t16:23:25.251791,10,10979,"['nothing extraordinary, but not bad either. guests were satisfied.']","weather conditions are not favorable, we will reach out when ready to rebook.
note: as travel plans have changed.",2023-06-23t09:16:25.251791,2024-06-29t23:13:25.251791,1,the team took care of every small detail. kudos to the decorators!
3137,wedding,package10150,"n,o",family,outdoor,289,10015,10070,cancelled,2024-08-12t09:46:25.251791,hyderabad,2025-05-06t21:14:25.251791,2023-09-23t14:18:25.251791,2,69364,['unprofessional staff. would not recommend to anyone.'],"due to scheduling conflicts, event got merged with another celebration.
note: as travel plans have changed.",2024-04-08t16:38:25.251791,2024-02-17t04:53:25.251791,1,food was average. service was prompt though.
3138,birthday,package10019,"n,o",friends,indoor,458,10087,10020,cancelled,2023-10-19t19:47:25.251791,hyderabad,2023-08-17t21:52:25.251791,2023-08-26t01:02:25.251791,8,81459,no,"weather conditions are not favorable, we need to cancel the event arrangements.
note: because of a medical emergency.",2024-11-14t17:19:25.251791,2023-08-14t15:42:25.251791,3,worst experience ever. regret booking with them.
3139,wedding,package10161,"n,o",youthful,indoor,457,10014,10183,pending,2023-09-13t11:02:25.251791,mumbai,2024-10-23t15:02:25.251791,2024-02-25t13:44:25.251791,7,44784,['professional staff and smooth coordination. loved every moment.'],"we had to move the event location, we will reach out when ready to rebook.
note: venue is no longer available.",2023-06-16t12:53:25.251791,2024-10-12t17:56:25.251791,2,thank you for making our day so special! truly memorable.
3140,wedding,package10076,"n,o",family,indoor,822,10114,10185,booked,2023-10-05t04:46:25.251791,delhi,2023-08-29t21:12:25.251791,2025-03-05t09:13:25.251791,4,97849,no,"because of a medical emergency, an internal discussion delayed the decision.
note: weather conditions are not favorable.",2023-09-09t01:02:25.251791,2025-02-25t09:33:25.251791,5,event started on time. nothing much to complain about.
3141,wedding,no,"service10085,service10120,service10100,service10031,service10072,service10170,service10012",family,outdoor,676,10178,10007,cancelled,2025-05-30t12:55:25.251791,delhi,2024-11-01t17:25:25.251791,2023-08-29t16:45:25.251791,7,26519,['food was average. service was prompt though.'],"as travel plans have changed, a new organizer has taken over planning.
note: weather conditions are not favorable.",2023-06-30t13:51:25.251791,2024-01-03t12:50:25.251791,2,it was an okay event. some things could have been better.
3142,birthday,package10147,"n,o",friends,outdoor,965,10160,10044,cancelled,2024-01-24t15:36:25.251791,mumbai,2024-12-08t06:14:25.251791,2024-02-21t01:08:25.251791,10,48779,['lighting was a bit dim. still a good evening overall.'],"as travel plans have changed, we have to pause all related activities for now.
note: unexpected family issues.",2024-05-24t04:06:25.251791,2025-05-28t23:07:25.251791,4,venue was clean and beautifully decorated. superb experience overall.
3143,wedding,package10111,"n,o",youthful,outdoor,559,10131,10071,completed,2023-08-13t09:22:25.251791,delhi,2023-10-02t06:09:25.251791,2023-08-04t05:44:25.251791,2,74748,no,"event got postponed, an internal discussion delayed the decision.
note: due to scheduling conflicts.",2024-01-03t01:21:25.251791,2023-08-07t13:26:25.251791,4,thank you for making our day so special! truly memorable.
3144,wedding,package10128,"n,o",youthful,outdoor,665,10079,10096,cancelled,2023-10-07t21:39:25.251791,mumbai,2023-08-18t08:10:25.251791,2023-11-15t06:08:25.251791,8,38597,no,"as travel plans have changed, a new organizer has taken over planning.",2024-07-24t11:03:25.251791,2023-12-02t11:45:25.251791,2,basic expectations met. but lacked a wow factor.
3145,wedding,package10080,"n,o",youthful,outdoor,555,10106,10096,completed,2025-04-12t03:46:25.251791,hyderabad,2024-12-10t14:07:25.251791,2023-08-30t05:52:25.251791,3,13988,no,"due to unexpected personal commitments, a reschedule might happen later.
note: venue is no longer available.",2023-09-07t15:29:25.251791,2024-10-26t01:53:25.251791,5,lighting failed mid-event. embarrassing situation.
3146,wedding,no,"service10137,service10080,service10109,service10160",family,outdoor,73,10114,10148,pending,2024-05-17t03:45:25.251791,hyderabad,2023-12-08t15:20:25.251791,2025-03-01t00:04:25.251791,4,98490,['venue was not cleaned properly. health hazard!'],"venue is no longer available, we need to cancel the event arrangements.
note: we had to move the event location.",2025-03-19t01:37:25.251791,2023-11-20t23:49:25.251791,1,the team took care of every small detail. kudos to the decorators!
3147,wedding,no,"service10145,service10104",youthful,outdoor,647,10014,10064,pending,2023-08-25t09:52:25.251791,mumbai,2025-04-01t06:22:25.251791,2023-11-04t20:19:25.251791,2,23840,no,"we had to move the event location, a new organizer has taken over planning.
note: due to scheduling conflicts.",2024-11-29t14:08:25.251791,2024-07-03t11:06:25.251791,4,ambience was neutral. just okay vibes.
3148,birthday,no,"service10134,service10118",youthful,outdoor,779,10107,10044,completed,2023-06-27t16:35:25.251791,mumbai,2024-04-23t14:42:25.251791,2024-08-22t20:28:25.251791,10,74001,['unprofessional staff. would not recommend to anyone.'],"as travel plans have changed, we have to pause all related activities for now.
note: due to unexpected personal commitments.",2025-03-22t14:55:25.251791,2023-11-14t16:04:25.251791,1,worst experience ever. regret booking with them.
3149,birthday,no,"service10192,service10170",friends,outdoor,364,10147,10124,completed,2023-09-21t03:56:25.251791,mumbai,2023-10-10t11:36:25.251791,2024-10-04t03:44:25.251791,7,43411,no,"due to scheduling conflicts, we are no longer able to proceed with the booking.
note: unexpected family issues.",2023-11-21t03:46:25.251791,2025-01-01t03:18:25.251791,3,very disappointing service. nothing went as planned.
3150,wedding,no,"service10149,service10075,service10139",friends,indoor,582,10054,10102,completed,2025-02-04t01:00:25.251791,mumbai,2024-07-05t06:26:25.251791,2024-10-04t02:10:25.251791,3,72469,"['nothing extraordinary, but not bad either. guests were satisfied.']","weather conditions are not favorable, an internal discussion delayed the decision.
note: owing to budget constraints.",2024-03-26t14:36:25.251791,2024-12-10t17:16:25.251791,1,decorations were decent. could have been more colorful.
3151,wedding,package10080,"n,o",youthful,indoor,307,10122,10124,pending,2023-07-16t22:32:25.251791,hyderabad,2024-01-28t07:35:25.251791,2023-12-18t12:36:25.251791,10,89029,['worst experience ever. regret booking with them.'],"as travel plans have changed, a reschedule might happen later.
note: event got postponed.",2024-10-19t10:46:25.251791,2023-12-04t12:20:25.251791,5,ambience was neutral. just okay vibes.
3152,wedding,no,service10139,friends,indoor,33,10113,10197,completed,2025-04-13t10:01:25.251791,mumbai,2024-09-15t21:55:25.251791,2023-07-23t22:27:25.251791,2,29466,no,"due to unexpected personal commitments, the guest list drastically changed.",2024-09-23t06:09:25.251791,2025-02-21t03:37:25.251791,3,"nothing extraordinary, but not bad either. guests were satisfied."
3153,wedding,package10050,"n,o",youthful,indoor,662,10192,10044,pending,2024-12-17t22:25:25.251791,delhi,2025-02-14t06:44:25.251791,2024-11-07t03:23:25.251791,1,80222,no,"we had to move the event location, we will reach out when ready to rebook.
note: as travel plans have changed.",2025-04-02t14:26:25.251791,2024-09-26t01:25:25.251791,2,dj didn't show up on time. party mood was ruined.
3154,birthday,no,service10103,friends,indoor,116,10195,10044,pending,2025-03-14t19:30:25.251791,delhi,2025-03-15t01:53:25.251791,2023-11-01t02:28:25.251791,4,98539,['decorations were decent. could have been more colorful.'],"due to scheduling conflicts, we have to pause all related activities for now.
note: as travel plans have changed.",2025-02-13t08:43:25.251791,2024-05-14t07:13:25.251791,3,the event was well organized. food and music were amazing!
3155,wedding,no,"service10068,service10107,service10192,service10013",friends,indoor,648,10031,10077,booked,2023-06-15t11:00:25.251791,delhi,2024-12-29t04:18:25.251791,2024-04-02t14:02:25.251791,5,25840,['overpriced for such poor execution. utterly dissatisfied.'],"weather conditions are not favorable, we need to cancel the event arrangements.",2024-04-17t20:28:25.251791,2024-08-10t08:50:25.251791,5,it was an okay event. some things could have been better.
3156,birthday,package10101,"n,o",youthful,outdoor,67,10024,10185,completed,2024-06-13t14:19:25.251791,delhi,2025-02-25t22:11:25.251791,2023-07-13t15:35:25.251791,4,31311,no,"event got postponed, we are no longer able to proceed with the booking.
note: owing to budget constraints.",2025-03-26t06:00:25.251791,2024-07-07t17:26:25.251791,1,the event was well organized. food and music were amazing!
3157,birthday,package10106,"n,o",family,outdoor,837,10108,10148,completed,2023-09-08t16:09:25.251791,mumbai,2023-09-24t06:31:25.251791,2024-06-08t20:18:25.251791,7,17818,"['nothing extraordinary, but not bad either. guests were satisfied.']","because of a medical emergency, details are being re-evaluated by stakeholders.",2024-07-01t22:45:25.251791,2024-07-21t06:56:25.251791,3,professional staff and smooth coordination. loved every moment.
3158,birthday,package10118,"n,o",youthful,indoor,224,10085,10138,cancelled,2025-03-21t18:36:25.251791,hyderabad,2024-04-01t12:05:25.251791,2024-08-28t11:45:25.251791,9,20037,no,"unexpected family issues, we have to pause all related activities for now.",2023-11-16t14:36:25.251791,2025-02-23t14:51:25.251791,5,the event was delayed by hours. complete chaos.
3159,birthday,no,"service10103,service10199,service10063,service10167,service10133,service10061,service10120,service10045,service10196",friends,outdoor,587,10045,10007,completed,2023-06-22t09:32:25.251791,mumbai,2025-02-09t10:12:25.251791,2023-06-14t23:50:25.251791,3,76838,['thank you for making our day so special! truly memorable.'],"because of a medical emergency, we will reach out when ready to rebook.
note: as travel plans have changed.",2024-06-13t03:33:25.251791,2024-11-06t01:40:25.251791,2,the team took care of every small detail. kudos to the decorators!
3160,wedding,package10090,"n,o",youthful,indoor,525,10052,10125,completed,2024-11-30t21:38:25.251791,mumbai,2025-02-18t14:39:25.251791,2024-07-19t05:11:25.251791,8,69510,['lighting failed mid-event. embarrassing situation.'],"weather conditions are not favorable, a reschedule might happen later.
note: due to unexpected personal commitments.",2024-10-19t18:30:25.251791,2025-03-14t14:14:25.251791,5,"a regular experience. not too impressed, not too upset."
3161,birthday,package10083,"n,o",friends,outdoor,156,10181,10049,completed,2023-12-13t21:23:25.251791,mumbai,2024-03-28t09:31:25.251791,2024-01-25t23:16:25.251791,9,40001,no,"owing to budget constraints, a new organizer has taken over planning.",2024-04-20t08:50:25.251791,2024-08-08t23:53:25.251791,3,professional staff and smooth coordination. loved every moment.
3162,wedding,package10080,"n,o",family,indoor,679,10095,10185,cancelled,2023-11-22t17:18:25.251791,hyderabad,2024-07-29t12:20:25.251791,2025-05-08t20:01:25.251791,4,99707,no,"due to unexpected personal commitments, an internal discussion delayed the decision.
note: due to unexpected personal commitments.",2024-05-31t11:34:25.251791,2024-03-03t16:10:25.251791,2,food was average. service was prompt though.
3163,birthday,no,"service10167,service10083,service10193",family,outdoor,342,10164,10044,cancelled,2024-03-21t02:52:25.251791,mumbai,2023-07-14t06:26:25.251791,2024-02-11t09:17:25.251791,4,46162,no,"due to unexpected personal commitments, the guest list drastically changed.
note: because of a medical emergency.",2023-07-25t01:20:25.251791,2023-06-17t07:42:25.251791,2,thank you for making our day so special! truly memorable.
3164,birthday,package10118,"n,o",friends,outdoor,874,10108,10148,completed,2025-01-12t04:50:25.251791,hyderabad,2024-02-20t13:23:25.251791,2024-03-06t09:09:25.251791,4,64312,['the team took care of every small detail. kudos to the decorators!'],"due to scheduling conflicts, we will reach out when ready to rebook.
note: weather conditions are not favorable.",2023-12-07t04:14:25.251791,2024-06-12t20:27:25.251791,1,venue was not cleaned properly. health hazard!
3165,birthday,package10128,"n,o",family,indoor,276,10019,10155,pending,2024-02-20t23:47:25.251791,mumbai,2024-05-09t18:00:25.251791,2024-12-04t12:51:25.251791,10,37438,['thank you for making our day so special! truly memorable.'],"as travel plans have changed, we are no longer able to proceed with the booking.
note: we had to move the event location.",2024-08-26t23:05:25.251791,2023-08-18t02:23:25.251791,3,everything was just perfect! the decorations exceeded expectations.
3166,wedding,package10101,"n,o",family,outdoor,829,10028,10125,booked,2024-07-16t16:40:25.251791,delhi,2025-02-24t01:23:25.251791,2024-05-05t00:52:25.251791,4,90120,no,"as travel plans have changed, an internal discussion delayed the decision.
note: venue is no longer available.",2023-09-12t18:39:25.251791,2024-10-14t18:37:25.251791,4,food was cold and stale. guests were unhappy.
3167,wedding,package10136,"n,o",youthful,outdoor,744,10115,10059,cancelled,2024-05-20t12:10:25.251791,hyderabad,2024-04-17t18:14:25.251791,2023-10-22t22:13:25.251791,2,59723,['decorations were late and poorly done. not worth the money.'],"owing to budget constraints, a new organizer has taken over planning.",2025-02-03t19:40:25.251791,2024-05-04t23:17:25.251791,1,everything was just perfect! the decorations exceeded expectations.
3168,birthday,package10166,"n,o",family,indoor,194,10019,10049,pending,2023-08-07t00:34:25.251791,mumbai,2024-01-19t20:54:25.251791,2024-05-05t01:35:25.251791,2,68521,['the event was well organized. food and music were amazing!'],"because of a medical emergency, a reschedule might happen later.",2023-11-18t05:09:25.251791,2024-01-02t02:25:25.251791,1,decorations were decent. could have been more colorful.
3169,birthday,package10123,"n,o",youthful,outdoor,79,10137,10025,pending,2025-04-24t21:55:25.251791,mumbai,2024-05-15t09:48:25.251791,2024-10-17t16:11:25.251791,1,64709,['entertainment options were amazing! kids had so much fun.'],"due to unexpected personal commitments, we need to cancel the event arrangements.",2025-03-15t19:45:25.251791,2024-03-14t16:22:25.251791,4,dj didn't show up on time. party mood was ruined.
3170,birthday,package10111,"n,o",friends,outdoor,875,10194,10044,completed,2025-04-27t05:21:25.251791,delhi,2025-05-26t02:26:25.251791,2025-04-04t22:47:25.251791,5,60388,"[""dj didn't show up on time. party mood was ruined.""]","owing to budget constraints, event got merged with another celebration.",2024-04-04t11:41:25.251791,2025-05-29t17:42:25.251791,3,the food was a big hit. so many guests asked for the caterer’s details.
3171,birthday,no,"service10103,service10081,service10195,service10107,service10196,service10078,service10040",friends,outdoor,242,10123,10007,booked,2023-12-03t01:09:25.251791,delhi,2024-07-12t18:12:25.251791,2025-02-13t10:53:25.251791,1,87435,no,"because of a medical emergency, the guest list drastically changed.
note: as travel plans have changed.",2024-09-07t18:56:25.251791,2024-01-08t13:25:25.251791,2,thank you for making our day so special! truly memorable.
3172,birthday,no,"service10147,service10054,service10083,service10199,service10176,service10161,service10090,service10120,service10167",youthful,indoor,309,10078,10025,completed,2024-03-16t14:15:25.251791,hyderabad,2025-02-08t08:28:25.251791,2024-11-21t04:09:25.251791,6,88866,['the food was a big hit. so many guests asked for the caterer’s details.'],"owing to budget constraints, a new organizer has taken over planning.
note: due to scheduling conflicts.",2025-02-11t12:11:25.251791,2023-11-08t19:54:25.251791,1,food was cold and stale. guests were unhappy.
3173,birthday,package10019,"n,o",youthful,indoor,109,10114,10020,booked,2024-12-20t18:36:25.251791,delhi,2025-04-22t20:15:25.251791,2024-12-01t05:33:25.251791,3,22638,['ambience was neutral. just okay vibes.'],"as travel plans have changed, we are no longer able to proceed with the booking.",2023-06-17t21:33:25.251791,2023-06-16t05:12:25.251791,4,food was average. service was prompt though.
3174,wedding,no,"service10129,service10107,service10166,service10075,service10128,service10175,service10143",friends,outdoor,429,10050,10155,pending,2024-12-20t12:32:25.251791,mumbai,2023-06-28t17:29:25.251791,2023-12-23t03:43:25.251791,3,83299,"[""dj didn't show up on time. party mood was ruined.""]","venue is no longer available, the guest list drastically changed.
note: due to scheduling conflicts.",2024-07-12t18:15:25.251791,2023-08-23t06:13:25.251791,1,thank you for making our day so special! truly memorable.
3175,birthday,no,"service10156,service10054,service10181,service10053,service10176,service10143",friends,indoor,494,10199,10049,cancelled,2023-12-12t18:39:25.251791,hyderabad,2024-05-19t12:23:25.251791,2025-01-21t15:07:25.251791,2,53980,no,"as travel plans have changed, a reschedule might happen later.
note: we had to move the event location.",2024-07-23t11:11:25.251791,2023-09-20t17:50:25.251791,3,it was an okay event. some things could have been better.
3176,wedding,package10081,"n,o",friends,indoor,744,10160,10185,booked,2025-03-07t07:04:25.251791,hyderabad,2025-05-05t18:20:25.251791,2025-06-08t03:18:25.251791,9,40518,no,"weather conditions are not favorable, details are being re-evaluated by stakeholders.",2024-04-18t09:41:25.251791,2023-06-10t07:02:25.251791,5,decorations were late and poorly done. not worth the money.
3177,birthday,no,"service10180,service10137,service10090,service10014,service10062,service10047,service10080,service10139,service10095,service10107",friends,outdoor,759,10111,10077,completed,2024-09-29t12:01:25.251791,delhi,2025-01-17t17:24:25.251791,2023-08-06t14:45:25.251791,6,60275,['highly satisfied with the service. would definitely book again.'],"as travel plans have changed, a reschedule might happen later.",2024-08-20t08:09:25.251791,2023-08-08t05:12:25.251791,2,dj didn't show up on time. party mood was ruined.
